sample_name	index	round	extraction_kit	extraction_kit_round	extraction_kit_id	extraction_vendor	bead_beating	incubation	biomass_plate	biomass_sample	storage_solution	swab_type	sample_number	sample_technical_replicate	sample_type	sample_type_1	sample_type_2	sample_type_3	unique_sample_id	collection_timestamp	description	elevation	empo_1	empo_2	empo_3	env_biome	env_feature	env_material	env_package	fresh_frozen	geo_loc_name	host_age	host_age_units	host_body_habitat	host_body_mass_index	host_body_product	host_body_site	host_common_name	host_height	host_height_units	host_life_stage	host_scientific_name	host_subject_id	host_taxid	host_weight	host_weight_units	sex	latitude	longitude	physical_specimen_location	physical_specimen_remaining	dna_extracted	gdna_well_id	dna_conc_ng_ul	qc_16s_concentration	qc_230	qc_260	qc_260_230	qc_260_280	qc_280	qc_blank_230	qc_blank_260	qc_blank_280	qc_blank_320	qc_raw_230	qc_raw_260	qc_raw_280	qc_raw_320	qiita_study_id	scientific_name	taxon_id	title
12201.food.yogurt.2.2.homebrew.H	not applicable	1	Homebrew	Homebrew	homebrew	Homebrew	not applicable	not applicable	high	high	not applicable	not applicable	2	not applicable	food	not applicable	yogurt	yogurt_container_2	food.yogurt.2.2	1/16/19	Chobani non-fat plain greek yogurt (150g)	193	Free-living	Non-saline	Surface (non-saline)	urban biome	dairy product	fermented dairy product	misc environment	not applicable	USA:CA:San Diego	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	food.yogurt.2	not applicable	not applicable	not applicable	not applicable	32.5	-117.25	UCSDMI	TRUE	TRUE	A11	4.972	82.88	0.015	0.005	0.333	1.5	0.003	0.053	0.044	0.042	0.04	0.07	0.052	0.049	0.044	12201	food fermentation metagenome	1154581	Knight sample set for testing
12201.food.yogurt.2.3.homebrew.H	not applicable	1	Homebrew	Homebrew	homebrew	Homebrew	not applicable	not applicable	high	high	not applicable	not applicable	2	not applicable	food	not applicable	yogurt	yogurt_container_2	food.yogurt.2.3	1/16/19	Chobani non-fat plain greek yogurt (150g)	193	Free-living	Non-saline	Surface (non-saline)	urban biome	dairy product	fermented dairy product	misc environment	not applicable	USA:CA:San Diego	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	food.yogurt.2	not applicable	not applicable	not applicable	not applicable	32.5	-117.25	UCSDMI	TRUE	TRUE	B11	9.093	89.75	0.006	0.009	1.578	2.088	0.004	0.053	0.044	0.042	0.04	0.057	0.052	0.046	0.04	12201	food fermentation metagenome	1154581	Knight sample set for testing
12201.hbm.W.1.homebrew.L	not applicable	1	Homebrew	Homebrew	homebrew	Homebrew	not applicable	not applicable	low	low	not applicable	not applicable	1	not applicable	milk	not applicable	human milk	human.milk.W	milk.human.W.1	2019	200 ul aliquotted from about 5 mL breastmilk from an unknown donor	193	Host-associated	Animal-associated	Animal secretion	urban biome	human-associated habitat	breast milk	human-associated	not applicable	USA:CA:San Diego	not provided	years	UBERON:milk	not provided	UBERON:milk	UBERON:milk	human	not provided	not provided	adult	Homo sapiens	human.milk.W	9606	not provided	not provided	not provided	32.5	-117.25	UCSDMI	TRUE	TRUE	A1	48.832	9.01	0.399	0.049	0.122	0.745	0.066	0.053	0.044	0.042	0.04	0.474	0.122	0.137	0.071	12201	human metagenome	646099	Knight sample set for testing
12201.hbm.W.2.homebrew.L	not applicable	1	Homebrew	Homebrew	homebrew	Homebrew	not applicable	not applicable	low	low	not applicable	not applicable	1	not applicable	milk	not applicable	human milk	human.milk.W	milk.human.W.2	2019	200 ul aliquotted from about 5 mL breastmilk from an unknown donor	193	Host-associated	Animal-associated	Animal secretion	urban biome	human-associated habitat	breast milk	human-associated	not applicable	USA:CA:San Diego	not provided	years	UBERON:milk	not provided	UBERON:milk	UBERON:milk	human	not provided	not provided	adult	Homo sapiens	human.milk.W	9606	not provided	not provided	not provided	32.5	-117.25	UCSDMI	TRUE	TRUE	B1	67.495	6.61	0.49	0.067	0.138	0.801	0.084	0.053	0.044	0.042	0.04	0.567	0.146	0.161	0.077	12201	human metagenome	646099	Knight sample set for testing
12201.hbm.W.3.homebrew.L	not applicable	1	Homebrew	Homebrew	homebrew	Homebrew	not applicable	not applicable	low	low	not applicable	not applicable	1	not applicable	milk	not applicable	human milk	human.milk.W	milk.human.W.3	2019	200 ul aliquotted from about 5 mL breastmilk from an unknown donor	193	Host-associated	Animal-associated	Animal secretion	urban biome	human-associated habitat	breast milk	human-associated	not applicable	USA:CA:San Diego	not provided	years	UBERON:milk	not provided	UBERON:milk	UBERON:milk	human	not provided	not provided	adult	Homo sapiens	human.milk.W	9606	not provided	not provided	not provided	32.5	-117.25	UCSDMI	TRUE	TRUE	C1	58.381	10.55	0.413	0.058	0.141	0.81	0.072	0.053	0.044	0.042	0.04	0.491	0.137	0.149	0.077	12201	human metagenome	646099	Knight sample set for testing
12201.hbm.X.1.homebrew.L	not applicable	1	Homebrew	Homebrew	homebrew	Homebrew	not applicable	not applicable	low	low	not applicable	not applicable	2	not applicable	milk	not applicable	human milk	human.milk.X	milk.human.X.1	2019	200 ul aliquotted from about 5 mL breastmilk from an unknown donor	193	Host-associated	Animal-associated	Animal secretion	urban biome	human-associated habitat	breast milk	human-associated	not applicable	USA:CA:San Diego	not provided	years	UBERON:milk	not provided	UBERON:milk	UBERON:milk	human	not provided	not provided	adult	Homo sapiens	human.milk.X	9606	not provided	not provided	not provided	32.5	-117.25	UCSDMI	TRUE	TRUE	D1	79.97	5.81	0.626	0.08	0.128	0.754	0.106	0.053	0.044	0.042	0.04	0.698	0.158	0.182	0.077	12201	human metagenome	646099	Knight sample set for testing
12201.hbm.X.2.homebrew.L	not applicable	1	Homebrew	Homebrew	homebrew	Homebrew	not applicable	not applicable	low	low	not applicable	not applicable	2	not applicable	milk	not applicable	human milk	human.milk.X	milk.human.X.2	2019	200 ul aliquotted from about 5 mL breastmilk from an unknown donor	193	Host-associated	Animal-associated	Animal secretion	urban biome	human-associated habitat	breast milk	human-associated	not applicable	USA:CA:San Diego	not provided	years	UBERON:milk	not provided	UBERON:milk	UBERON:milk	human	not provided	not provided	adult	Homo sapiens	human.milk.X	9606	not provided	not provided	not provided	32.5	-117.25	UCSDMI	TRUE	TRUE	E1	185.783	6.2	1.67	0.186	0.111	0.635	0.293	0.053	0.044	0.042	0.04	1.709	0.264	0.366	0.081	12201	human metagenome	646099	Knight sample set for testing
12201.hbm.X.3.homebrew.L	not applicable	1	Homebrew	Homebrew	homebrew	Homebrew	not applicable	not applicable	low	low	not applicable	not applicable	2	not applicable	milk	not applicable	human milk	human.milk.X	milk.human.X.3	2019	200 ul aliquotted from about 5 mL breastmilk from an unknown donor	193	Host-associated	Animal-associated	Animal secretion	urban biome	human-associated habitat	breast milk	human-associated	not applicable	USA:CA:San Diego	not provided	years	UBERON:milk	not provided	UBERON:milk	UBERON:milk	human	not provided	not provided	adult	Homo sapiens	human.milk.X	9606	not provided	not provided	not provided	32.5	-117.25	UCSDMI	TRUE	TRUE	F1	58.349	10.13	0.508	0.058	0.115	0.705	0.083	0.053	0.044	0.042	0.04	0.565	0.126	0.148	0.067	12201	human metagenome	646099	Knight sample set for testing
12201.mc.d1.1.homebrew.L	not applicable	1	Homebrew	Homebrew	homebrew	Homebrew	not applicable	not applicable	low	variable	not applicable	not applicable	not applicable	not applicable	mock community	not applicable	ZymoBIOMICS Microbial Community Standard II	ZymoBIOMICS Microbial Community Standard II	mock_community.d1	2019	ZymoBIOMICS Microbial Community Standard II (Log Distribution) cat# D6310	193	Control	Positive	Mock community	urban biome	research facility	cell culture	misc environment	not applicable	USA:CA:San Diego	not applicable	years	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	mock.community	not applicable	not applicable	not applicable	not applicable	32.5	-117.25	UCSDMI	TRUE	TRUE	A10	1.912	110.97	0.003	0.002	0.714	1.5	0.001	0.053	0.044	0.042	0.04	0.058	0.049	0.047	0.044	12201	synthetic metagenome	1235509	Knight sample set for testing
12201.mc.d1.2.homebrew.L	not applicable	1	Homebrew	Homebrew	homebrew	Homebrew	not applicable	not applicable	low	variable	not applicable	not applicable	not applicable	not applicable	mock community	not applicable	ZymoBIOMICS Microbial Community Standard II	ZymoBIOMICS Microbial Community Standard II	mock_community.d1	2019	ZymoBIOMICS Microbial Community Standard II (Log Distribution) cat# D6310	193	Control	Positive	Mock community	urban biome	research facility	cell culture	misc environment	not applicable	USA:CA:San Diego	not applicable	years	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	mock.community	not applicable	not applicable	not applicable	not applicable	32.5	-117.25	UCSDMI	TRUE	TRUE	B10	1.921	71.18	0.003	0.002	0.714	1.5	0.001	0.053	0.044	0.042	0.04	0.056	0.047	0.045	0.042	12201	synthetic metagenome	1235509	Knight sample set for testing
12201.mc.d1.3.homebrew.L	not applicable	1	Homebrew	Homebrew	homebrew	Homebrew	not applicable	not applicable	low	variable	not applicable	not applicable	not applicable	not applicable	mock community	not applicable	ZymoBIOMICS Microbial Community Standard II	ZymoBIOMICS Microbial Community Standard II	mock_community.d1	2019	ZymoBIOMICS Microbial Community Standard II (Log Distribution) cat# D6310	193	Control	Positive	Mock community	urban biome	research facility	cell culture	misc environment	not applicable	USA:CA:San Diego	not applicable	years	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	mock.community	not applicable	not applicable	not applicable	not applicable	32.5	-117.25	UCSDMI	TRUE	TRUE	C10	2.959	134.51	0.003	0.003	1.095	1.278	0.002	0.053	0.044	0.042	0.04	0.054	0.046	0.044	0.04	12201	synthetic metagenome	1235509	Knight sample set for testing
12201.mc.d2.1.homebrew.L	not applicable	1	Homebrew	Homebrew	homebrew	Homebrew	not applicable	not applicable	low	variable	not applicable	not applicable	not applicable	not applicable	mock community	not applicable	ZymoBIOMICS Microbial Community Standard II	ZymoBIOMICS Microbial Community Standard II	mock_community.d2	2019	ZymoBIOMICS Microbial Community Standard II (Log Distribution) cat# D6310	193	Control	Positive	Mock community	urban biome	research facility	cell culture	misc environment	not applicable	USA:CA:San Diego	not applicable	years	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	mock.community	not applicable	not applicable	not applicable	not applicable	32.5	-117.25	UCSDMI	TRUE	TRUE	D10	1.927	105.63	0.002	0.002	1.154	1.5	0.001	0.053	0.044	0.042	0.04	0.056	0.048	0.046	0.043	12201	synthetic metagenome	1235509	Knight sample set for testing
12201.mc.d2.2.homebrew.L	not applicable	1	Homebrew	Homebrew	homebrew	Homebrew	not applicable	not applicable	low	variable	not applicable	not applicable	not applicable	not applicable	mock community	not applicable	ZymoBIOMICS Microbial Community Standard II	ZymoBIOMICS Microbial Community Standard II	mock_community.d2	2019	ZymoBIOMICS Microbial Community Standard II (Log Distribution) cat# D6310	193	Control	Positive	Mock community	urban biome	research facility	cell culture	misc environment	not applicable	USA:CA:San Diego	not applicable	years	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	mock.community	not applicable	not applicable	not applicable	not applicable	32.5	-117.25	UCSDMI	TRUE	TRUE	E10	3.994	60.73	0.002	0.004	2.385	1.722	0.002	0.053	0.044	0.042	0.04	0.056	0.05	0.047	0.043	12201	synthetic metagenome	1235509	Knight sample set for testing
12201.mc.d2.3.homebrew.L	not applicable	1	Homebrew	Homebrew	homebrew	Homebrew	not applicable	not applicable	low	variable	not applicable	not applicable	not applicable	not applicable	mock community	not applicable	ZymoBIOMICS Microbial Community Standard II	ZymoBIOMICS Microbial Community Standard II	mock_community.d2	2019	ZymoBIOMICS Microbial Community Standard II (Log Distribution) cat# D6310	193	Control	Positive	Mock community	urban biome	research facility	cell culture	misc environment	not applicable	USA:CA:San Diego	not applicable	years	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	mock.community	not applicable	not applicable	not applicable	not applicable	32.5	-117.25	UCSDMI	TRUE	TRUE	F10	1.946	115.85	0.002	0.002	1.154	1.5	0.001	0.053	0.044	0.042	0.04	0.056	0.048	0.046	0.043	12201	synthetic metagenome	1235509	Knight sample set for testing
12201.mc.d3.1.homebrew.L	not applicable	1	Homebrew	Homebrew	homebrew	Homebrew	not applicable	not applicable	low	variable	not applicable	not applicable	not applicable	not applicable	mock community	not applicable	ZymoBIOMICS Microbial Community Standard II	ZymoBIOMICS Microbial Community Standard II	mock_community.d3	2019	ZymoBIOMICS Microbial Community Standard II (Log Distribution) cat# D6310	193	Control	Positive	Mock community	urban biome	research facility	cell culture	misc environment	not applicable	USA:CA:San Diego	not applicable	years	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	mock.community	not applicable	not applicable	not applicable	not applicable	32.5	-117.25	UCSDMI	TRUE	TRUE	G10	4.119	95.05	0.002	0.004	2.385	1.722	0.002	0.053	0.044	0.042	0.04	0.055	0.049	0.046	0.042	12201	synthetic metagenome	1235509	Knight sample set for testing
12201.mc.d3.2.homebrew.L	not applicable	1	Homebrew	Homebrew	homebrew	Homebrew	not applicable	not applicable	low	variable	not applicable	not applicable	not applicable	not applicable	mock community	not applicable	ZymoBIOMICS Microbial Community Standard II	ZymoBIOMICS Microbial Community Standard II	mock_community.d3	2019	ZymoBIOMICS Microbial Community Standard II (Log Distribution) cat# D6310	193	Control	Positive	Mock community	urban biome	research facility	cell culture	misc environment	not applicable	USA:CA:San Diego	not applicable	years	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	mock.community	not applicable	not applicable	not applicable	not applicable	32.5	-117.25	UCSDMI	TRUE	TRUE	H10	4.082	61.34	0.005	0.004	0.838	1.722	0.002	0.053	0.044	0.042	0.04	0.058	0.049	0.046	0.042	12201	synthetic metagenome	1235509	Knight sample set for testing
12201.mc.d3.3.homebrew.L	not applicable	1	Homebrew	Homebrew	homebrew	Homebrew	not applicable	not applicable	low	variable	not applicable	not applicable	not applicable	not applicable	mock community	not applicable	ZymoBIOMICS Microbial Community Standard II	ZymoBIOMICS Microbial Community Standard II	mock_community.d3	2019	ZymoBIOMICS Microbial Community Standard II (Log Distribution) cat# D6310	193	Control	Positive	Mock community	urban biome	research facility	cell culture	misc environment	not applicable	USA:CA:San Diego	not applicable	years	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	mock.community	not applicable	not applicable	not applicable	not applicable	32.5	-117.25	UCSDMI	TRUE	TRUE	A11	2.932	74.68	0.001	0.003	4.6	2.3	0.001	0.053	0.044	0.042	0.04	0.056	0.05	0.047	0.044	12201	synthetic metagenome	1235509	Knight sample set for testing
12201.mc.d4.1.homebrew.L	not applicable	1	Homebrew	Homebrew	homebrew	Homebrew	not applicable	not applicable	low	variable	not applicable	not applicable	not applicable	not applicable	mock community	not applicable	ZymoBIOMICS Microbial Community Standard II	ZymoBIOMICS Microbial Community Standard II	mock_community.d4	2019	ZymoBIOMICS Microbial Community Standard II (Log Distribution) cat# D6310	193	Control	Positive	Mock community	urban biome	research facility	cell culture	misc environment	not applicable	USA:CA:San Diego	not applicable	years	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	mock.community	not applicable	not applicable	not applicable	not applicable	32.5	-117.25	UCSDMI	TRUE	TRUE	B11	3.97	17.69	0.002	0.004	2.385	1.722	0.002	0.053	0.044	0.042	0.04	0.053	0.047	0.044	0.04	12201	synthetic metagenome	1235509	Knight sample set for testing
12201.mc.d4.2.homebrew.L	not applicable	1	Homebrew	Homebrew	homebrew	Homebrew	not applicable	not applicable	low	variable	not applicable	not applicable	not applicable	not applicable	mock community	not applicable	ZymoBIOMICS Microbial Community Standard II	ZymoBIOMICS Microbial Community Standard II	mock_community.d4	2019	ZymoBIOMICS Microbial Community Standard II (Log Distribution) cat# D6310	193	Control	Positive	Mock community	urban biome	research facility	cell culture	misc environment	not applicable	USA:CA:San Diego	not applicable	years	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	mock.community	not applicable	not applicable	not applicable	not applicable	32.5	-117.25	UCSDMI	TRUE	TRUE	C11	3.978	22.18	0.01	0.004	0.403	1.722	0.002	0.053	0.044	0.042	0.04	0.064	0.05	0.047	0.043	12201	synthetic metagenome	1235509	Knight sample set for testing
